,rating,review,review dictionary based sentiment
7136,normal,Intermittent  tier2 browser\components\migration\tests\marionette\test_refresh_firefox.py TestFirefoxRefresh.testReset | IOError: Process has been unexpectedly closed (Exit code: 0) (Reason: [Errno 10054] An existing connection was forcibly closed,-0.1
7137,normal,Intermittent browser/components/shell/test/browser_setDesktopBackgroundPreview.js | Test timed out -,-0.25
7138,normal,basic_compositor_video Talos tests are failing with QuantumBar enabled,-0.14285714285714285
7139,normal,Intermittent [tier2] TV browser/components/urlbar/tests/browser/browser_raceWithTabs.js | leaked 2 window(s) until shutdown [url = about:newtab],-0.08333333333333333
7140,normal,Intermittent browser/base/content/test/permissions/browser_canvas_fingerprinting_resistance.js | uncaught exception - NS_ERROR_UNEXPECTED:  at getInPermitUnload@chrome://global/content/elements/browser-custom-element.js:1747:10,-0.16666666666666666
7141,normal,Intermittent browser/components/urlbar/tests/browser/browser_raceWithTabs.js | Test timed out -,-0.25
7142,normal,windows/aarch64 - browser/components/places/tests/chrome/test_bug1163447_selectItems_through_shortcut.xul | uncaught exception - NS_ERROR_ILLEGAL_VALUE: Component returned failure code: 0x80070057 (NS_ERROR_ILLEGAL_VALUE),-0.14285714285714285
7143,normal,Intermittent TEST-UNEXPECTED-TIMEOUT | services/sync/tests/unit/test_service_wipeServer.js | Test timed out,-0.25
7144,normal,Intermittent browser/components/sessionstore/test/browser_formdata_xpath.js | leaked 1 docShell(s) until shutdown,-0.14285714285714285
7145,normal,Intermittent browser/components/sessionstore/test/browser_docshell_uuid_consistency.js | leaked 1 docShell(s) until shutdown,-0.14285714285714285
7146,S3,Intermittent ShutdownLeaks | process() called before end of test suite after  FATAL ERROR: Non-local network connections are disabled and a connection attempt to www.google.com (172.217.22.36) was made. during browser_autocomplete_enter_race.js,-0.08695652173913043
7147,normal,Intermittent browser/base/content/test/general/browser_contextmenu_input.js | application terminated with exit code 1,-0.14285714285714285
7148,normal,Intermittent browser/base/content/test/general/browser_homeDrop.js | application terminated with exit code 1,-0.14285714285714285
7149,normal,"Intermittent browser/components/preferences/in-content/tests/siteData/browser_siteData3.js | Has sorted descending by usage - [""cinema.bar.com"",""account.xyz.com"",""books.foo.com""] deepEqual [""cinema.bar.com"",""books.foo.com"",""account.xyz.com""] - JS frame ::",-0.1111111111111111
7150,normal,Intermittent TEST-UNEXPECTED-TIMEOUT | browser/base/content/test/tabs/browser_tabSwitchPrintPreview.js | application timed out after 370 seconds with no output,-0.1
7151,normal,Intermittent browser/base/content/test/tabs/browser_newwindow_tabstrip_overflow.js | application terminated with exit code 1,-0.14285714285714285
7152,normal,Intermittent browser/components/sessionstore/test/browser_closed_objects_changed_notifications_tabs.js | application terminated with exit code 1,-0.14285714285714285
7153,normal,Intermittent browser/components/sessionstore/test/browser_closed_objects_changed_notifications_tabs.js | application terminated with exit code 1,-0.14285714285714285
7154,normal,"The option to allow Firefox to send backlogged crash reports has bigger padding to its ""Learn More"" link than the other options",-0.045454545454545456
7155,normal,"After entering text in the address bar, ""Reload"", and ""Enter"", previous text is being searched for instead of displayed URL",0.0
7156,normal,Intermittent browser/base/content/test/trackingUI/browser_trackingUI_open_preferences.js | TP category item is visible -,-0.16666666666666666
7157,normal,Certificate Error Page Buttons are not responsive in Responsive Design Mode,0.09090909090909091
7158,normal,Quantumbar autocomplete items are too short in Normal/Compact density,0.0
7159,normal,Intermittent browser/base/content/test/general/browser_contentSearchUI.js | Search event data -     Structures begin differing at:,-0.125
7160,normal,Intermittent TV browser_setDesktopBackgroundPreview.js | Preview's aspect ratio matches screen's - 124 == 125 - JS frame :: chrome://mochitests/content/browser/browser/components/shell/test/browser_setDesktopBackgroundPreview.js :: <TOP_LEVEL> :: line 51,-0.07142857142857142
7161,normal,Intermittent browser/base/content/test/general/browser_newTabDrop.js | Test timed out -,-0.25
7162,normal,"Intermittent browser/components/preferences/in-content/tests/siteData/browser_siteData_multi_select.js | Should list the right sites number - Got 0, expected 2",0.0
7163,normal,Intermittent browser/components/urlbar/tests/browser/browser_urlbar_content_opener.js | Test timed out -,-0.25
7164,normal,Intermittent TV- browser/extensions/fxmonitor/test/browser/browser_fxmonitor_doorhanger.js | Uncaught exception - undefined - timed out after 50 tries.,-0.2222222222222222
7165,normal,Intermittent browser/base/content/test/general/browser_selectTabAtIndex.js | uncaught exception - NS_ERROR_UNEXPECTED:  at getInPermitUnload@chrome://global/content/elements/browser-custom-element.js:1751:10,-0.16666666666666666
7166,normal,"Intermittent browser/base/content/test/performance/browser_tabopen_squeeze.js | unexpected changed rect: ({x1:1045, x2:1056, y1:50, y2:56, w:12, h:7}), window width: 1280 -",-0.2857142857142857
7167,normal,Intermittent browser/components/urlbar/tests/browser/browser_urlbarSearchSingleWordNotification.js | Test timed out -,-0.25
7168,normal,Pinned tab isn't restored on restart,0.16666666666666666
7169,normal,Intermittent browser/components/urlbar/tests/browser/browser_tabMatchesInAwesomebar.js | A promise chain failed to handle a rejection: browser.messageManager is null - stack: _sendRestoreHistory@resource:///modules/sessionstore/SessionStore.jsm:5245:5,-0.15384615384615385
7170,normal,Intermittent browser/base/content/test/trackingUI/browser_trackingUI_appMenu.js | Uncaught exception - Should open about:preferences. - timed out after 50 tries.,-0.07142857142857142
7171,normal,Sites with temporary security exceptions are successfully loaded from cache after a restart,0.07692307692307693
7172,normal,Intermittent browser/base/content/test/tabs/browser_multiselect_tabs_reorder.js | Test timed out -,-0.25
7173,normal,Intermittent browser/components/sessionstore/test/browser_formdata_cc.js | Test timed out -,-0.25
7174,normal,Intermittent browser/components/preferences/in-content/tests/browser_site_login_exceptions.js | Test timed out -,-0.25
7175,normal,Intermittent browser/base/content/test/favicons/browser_title_flicker.js | uncaught exception - NS_ERROR_UNEXPECTED:  at getInPermitUnload@chrome://global/content/elements/browser-custom-element.js:1751:10,-0.16666666666666666
7176,normal,Intermittent browser/components/urlbar/tests/browser/browser_keyword_select_and_type.js | Test timed out - Found a tab after previous test timed out,-0.08333333333333333
7177,normal,Intermittent browser/base/content/test/tabs/browser_multiselect_tabs_using_Shift_and_Ctrl.js | Test timed out -,-0.25
7178,normal,Intermittent browser/components/sessionstore/test/browser_newtab_userTypedValue.js | Test timed out -,-0.25
7179,normal,Intermittent browser/components/urlbar/tests/browser/browser_searchTelemetry.js | Test timed out,-0.25
7180,normal,Intermittent browser/components/sessionstore/test/browser_remoteness_flip_on_restore.js | Test timed out -,-0.25
7181,normal,Intermittent browser/base/content/test/tabs/browser_multiselect_tabs_active_tab_selected_by_default.js | Test timed out -,-0.25
7182,normal,Intermittent browser/components/urlbar/tests/browser/browser_action_searchengine.js | Test timed out -,-0.25
7183,normal,Multiple system crashes after 66.0.2 update installed,-0.16666666666666666
7184,normal,"Intermittent browser/base/content/test/favicons/browser_title_flicker.js | Should have seen the title in the same place. - Got <number>, expected <number>",-0.05
7185,normal,Intermittent browser/base/content/test/static/browser_parsable_css.js | Got error message for resource://gre-resources/forms.css: Error in parsing value for ‘line-height’.  Declaration dropped. -,-0.0909090909090909
7186,normal,Intermittent browser/base/content/test/about/browser_aboutCertError_clockSkew.js | Correct local date displayed -,0.0
7187,normal,Intermittent browser\components\migration\tests\marionette\test_refresh_firefox.py TestFirefoxRefresh.testReset | IOError: Process killed because the connection to Marionette server is lost. Check gecko.log for errors (Reason: [Errno 10053] An establishe,-0.1875
7188,normal,Intermittent browser/base/content/test/about/browser_aboutCertError_clockSkew.js | Correct local date displayed -,0.0
7189,normal,Intermittent browser/components/sessionstore/test/browser_crashedTabs.js | Uncaught exception - dumpID was not present despite crash reporting being enabled,-0.16666666666666666
7190,normal,Intermittent browser/components/urlbar/tests/browser/browser_urlbarRevert.js | Test timed out -,-0.25
7191,normal,Intermittent browser/components/sessionstore/test/browser_duplicate_history.js | Test timed out -,-0.25
7192,normal,Intermittent browser/base/content/test/tabs/browser_multiselect_tabs_open_related.js | uncaught exception - NS_ERROR_UNEXPECTED:  at getInPermitUnload@chrome://global/content/elements/browser-custom-element.js:1764:10,-0.16666666666666666
7193,normal,Intermittent browser/base/content/test/permissions/browser_temporary_permissions.js | Test timed out -,-0.25
7194,normal,Intermittent browser/components/sessionstore/test/browser_cleaner.js | Found a tab after previous test timed out: http://example.com/browser_cleaner.js?newtab2=0.6744423233624046 -,-0.1
7195,normal,"Intermittent GECKO(1896) | Assertion failure: mBuffer, at z:/build/build/src/gfx/layers/client/ContentClient.cpp:869",-0.25
7196,normal,Intermittent browser/base/content/test/trackingUI/browser_trackingUI_cryptominers.js | Test timed out -,-0.25
7197,normal,Google Returns Persistently As Default Search Engine After Settings Changed,0.0
7198,normal,Intermittent browser/components/sessionstore/test/browser_354894_perwindowpb.js | Test timed out -,-0.25
7199,normal,Intermittent browser/base/content/test/general/browser_relatedTabs.js | Test timed out -,-0.25
7200,normal,Intermittent browser/components/urlbar/tests/browser/browser_URLBarSetURI.js | application terminated with exit code 3221225477,-0.14285714285714285
7201,normal,Intermittent browser/components/sessionstore/test/browser_sessionHistory.js | Test timed out -,-0.25
7202,normal,Intermittent browser/base/content/test/tabs/browser_multiselect_tabs_using_Ctrl.js | Test timed out -,-0.25
7203,normal,Intermittent browser/base/content/test/tabs/browser_overflowScroll.js | uncaught exception - NS_ERROR_FAILURE:  at construct@chrome://global/content/elements/browser-custom-element.js:1069:27,-0.16666666666666666
7204,normal,Intermittent browser/base/content/test/tabs/browser_multiselect_tabs_move.js | Test timed out -,-0.25
7205,normal,"Intermittent browser/components/preferences/in-content/tests/siteData/browser_siteData.js | Should show no site data. - ""64.0/120 KB"" == """" -",-0.08333333333333333
7206,normal,Intermittent browser/components/sessionstore/test/browser_485482.js | A promise chain failed to handle a rejection: Modifications are not allowed for this document - stack: (No stack available.),-0.05
7207,normal,Intermittent browser/base/content/test/tabs/browser_multiselect_tabs_close_tabs_to_the_right.js | Test timed out -,-0.25
7208,normal,"Intermittent browser/components/preferences/in-content/tests/siteData/browser_siteData.js | A promise chain failed to handle a rejection: [Exception... ""Abort""  nsresult: ""0x80004004 (NS_ERROR_ABORT)""  location: ""<unknown>""  data: no] - stack:",-0.2222222222222222
7209,normal,Intermittent browser/base/content/test/tabs/browser_multiselect_tabs_using_Shift.js | Found a tab after previous test timed out: about:blank -,-0.09090909090909091
7210,normal,"Adding menu keyboard navigation test, issue with window-manager-less test environment",-0.1111111111111111
7211,normal,Intermittent browser/base/content/test/permissions/browser_autoplay_blocked.js | Test timed out -,-0.25
7212,normal,Intermittent PID 3760 | 1555090542661 addons.xpi ERROR Failed to process extension changes at startup: TypeError: addon._sourceBundle is undefined(resource://gre/modules/addons/XPIDatabase.jsm:2731:32) JS Stack trace: addonExists@XPIDatabase.jsm:2731:32,-0.2
7213,normal,Intermittent browser/base/content/test/general/browser_tabDrop.js | Test timed out -,-0.25
7214,normal,"Intermittent browser/components/sessionstore/test/browser_scrollPositions.js | scroll is still fine after navigating back - Got null, expected {""scroll"":""156,385""}",0.0
7215,normal,"Intermittent browser/components/sessionstore/test/browser_636279.js | restoring 3 tabs concurrently - Got 2, expected 3",-0.1111111111111111
7216,critical,"Intermittent PROCESS-CRASH | Main app process exited normally | application crashed [@ mozilla::ipc::FatalError(char const*, bool)]",-0.16666666666666666
7217,normal,Intermittent TEST-UNEXPECTED-TIMEOUT | browser/components/shell/test/test_headless_screenshot.html | application timed out after 370 seconds with no output,-0.1
7218,normal,Intermittent browser/components/preferences/in-content/tests/browser_layersacceleration.js | Test timed out -,-0.25
7219,normal,Intermittent browser/components/preferences/in-content/tests/browser_advanced_update.js | Test timed out -,-0.25
7220,normal,Intermittent browser/base/content/test/tabs/browser_tab_label_during_reload.js | uncaught exception - TypeError: gAppUpdater is undefined at onUnload@chrome://browser/content/aboutDialog-appUpdater.js:23:7,-0.2
7221,normal,Intermittent browser/base/content/test/performance/browser_preferences_usage.js | A promise chain failed to handle a rejection: EveryWindow is not defined - stack: startObserving@moz-extension://b1d1e58e-7108-7e4c-8ea6-bdaa325f719c/privileged/,-0.13333333333333333
7222,normal,Intermittent browser/components/urlbar/tests/browser/browser_keyword.js | Test timed out -,-0.25
7223,normal,Intermittent browser/base/content/test/favicons/browser_bug408415.js | A promise chain failed to handle a rejection: EveryWindow is not defined - stack: startObserving@moz-extension://3b67e74b-adbc-3d4f-9b77-3d41d874bd66/privileged/FirefoxMonitor.jsm,-0.13333333333333333
7224,normal,Improve slow start up warning message,-0.16666666666666666
7225,normal,Intermittent browser/components/urlbar/tests/browser/browser_searchTelemetry.js | there should be a first suggestion - -1 >= 0 - JS frame :: chrome://mochitests/content/browser/browser/components/urlbar/tests/browser/browser_searchTelemetry.js ::,-0.09090909090909091
7226,normal,"Intermittent browser/components/urlbar/tests/browser/browser_selectionKeyNavigation.js | Uncaught exception - at resource://gre/modules/PlacesUtils.jsm:772 - Error: PageInfo: Invalid value for property 'visits': [{""date"":""2019-04-22T11:40:29.350Z""}]",-0.25
7227,normal,"Intermittent LeakSanitizer | leak at NS_GetXPTCallStub, InitStub, nsXPCWrappedJS::nsXPCWrappedJS, nsXPCWrappedJS::GetNewOrUsed",-0.2857142857142857
7228,normal,Intermittent browser/components/preferences/in-content/tests/browser_security-2.js | uncaught exception - TypeError: gAppUpdater is undefined at onUnload@chrome://browser/content/aboutDialog-appUpdater.js:23:7,-0.2
7229,normal,Intermittent browser/base/content/test/alerts/browser_notification_close.js | A promise chain failed to handle a rejection: EveryWindow is not defined - stack: startObserving@moz-extension://620b3dd8-1d0d-0a4f-954a-464f20e2e1a9/privileged/FirefoxMonitor,-0.13333333333333333
7230,normal,Intermittent browser/components/urlbar/tests/browser/browser_canonizeURL.js | Uncaught exception - at resource://testing-common/BrowserTestUtils.jsm:1189 - Error: An expected URL was loaded: http://mochi.test:8888/?terms=ex,-0.16666666666666666
7231,normal,"Intermittent browser/components/uitour/test/browser_trackingProtection_tour.js | Target has expected availability. - Got false, expected true",-0.225
7232,normal,Intermittent browser/base/content/test/pageActions/browser_page_action_menu.js | Test timed out | A promise chain failed to handle,-0.1
7233,normal,Cannot Open Options Tab or Debugger,0.0
7234,normal,Intermittent browser/components/sessionstore/test/browser_tab_label_during_restore.js | leaked 1 docShell(s) until shutdown,-0.14285714285714285
7235,normal,Intermittent browser/base/content/test/tabs/browser_new_tab_in_privileged_process_pref.js | Test timed out -,-0.25
7236,normal,"Intermittent uriloader/exthandler/tests/mochitest/browser_auto_close_window.js | got the right windowContext - Got about:blank, expected https://example.com/browser/uriloader/exthandler/tests/mochitest/download_page.html?newwin",0.0
7237,normal,"Intermittent browser/components/urlbar/tests/browser/browser_urlbarStopSearchOnSelection.js | Uncaught exception - [Exception... ""Component returned failure code: 0x80004005 (NS_ERROR_FAILURE) [nsIAutoCompleteController.getFinalCompleteValueAt]""",-0.2222222222222222
7238,normal,Intermittent browser/base/content/test/general/browser_e10s_switchbrowser.js | Test timed out -,-0.25
7239,normal,Intermittent browser/base/content/test/general/browser_e10s_switchbrowser.js | Test timed out -,-0.25
7240,normal,Intermittent browser/components/urlbar/tests/browser/browser_urlbarCopying.js | Test timed out -,-0.25
7241,normal,Intermittent browser/components/urlbar/tests/browser/browser_switchToTabHavingURI_aOpenParams.js | Test timed out -,-0.25
7242,normal,Intermittent browser/base/content/test/tabPrompts/browser_closeTabSpecificPanels.js | Test timed out -,-0.25
7243,normal,Intermittent browser/components/customizableui/test/browser_1007336_lwthemes_in_customize_mode.js | Test timed out -,-0.25
7244,normal,Intermittent browser/components/uitour/test/browser_UITour_sync.js | Test timed out -,-0.25
7245,normal,Intermittent TEST-UNEXPECTED-TIMEOUT | browser/components/sessionstore/test/unit/test_startup_nosession_async.js | Test timed out,-0.25
7246,normal,Intermittent browser/base/content/test/general/browser_remoteTroubleshoot.js | Test timed out -,-0.25
7247,normal,Intermittent TV browser/components/sessionstore/test/browser_restore_cookies_noOriginAttributes.js | leaked 1 docShell(s) until shutdown,-0.125
7248,normal,Intermittent browser/components/places/tests/browser/browser_bookmark_popup.js | Test timed out -,-0.25
7249,normal,"about:config page title has ""Configurations"" which feels grammatically awkward",-0.1
7250,normal,Intermittent browser/components/sessionstore/test/browser_sessionStorage_size.js | Test timed out -,-0.25
7251,normal,"Intermittent browser/base/content/test/performance/browser_tabstrip_overflow_underflow.js | unexpected changed rect: ({x1:625, x2:654, y1:522, y2:551, w:30, h:30}), window width: 1280 -",-0.2857142857142857
7252,normal,Intermittent TEST-UNEXPECTED-TIMEOUT | toolkit/components/search/tests/xpcshell/searchconfigs/test_bing.js | Test timed out,-0.25
7253,normal,Intermittent browser/base/content/test/general/browser_visibleTabs.js | uncaught exception - [various exception reasons here],-0.14285714285714285
7254,normal,"Intermittent PID 12336 | Assertion failure: ((bool)(__builtin_expect(!!(!NS_FAILED_impl(rv)), 1))), at z:/build/build/src/toolkit/components/places/Database.cpp:491",-0.16666666666666666
7255,normal,Intermittent browser/base/content/test/trackingUI/browser_trackingUI_report_breakage.js | Uncaught exception - waiting for correct visibility - timed out after 50 tries.,0.0
7256,normal,Intermittent browser/base/content/test/tabs/browser_multiselect_tabs_drag_to_bookmarks_toolbar.js | Uncaught exception - waiting for 2 bookmarks - timed out after 50 tries.,-0.08333333333333333
7257,normal,Address bar/navigation bar incorrectly reattached/resized in specific resize scenario,-0.14285714285714285
7258,normal,Intermittent browser/base/content/test/general/browser_restore_isAppTab.js | Uncaught exception received from previously timed out test - at resource://testing-common/BrowserTestUtils.jsm:1561 - TypeError: tab is undefined,-0.13333333333333333
7259,normal,Intermittent Tv [tier2] browser/base/content/test/performance/browser_startup_mainthreadio.js | stat on Z:\task_1557355865\build\application\firefox\browser\omni.ja 3 more times than expected before handling user events -,-0.06666666666666667
7260,normal,Intermittent toolkit/mozapps/extensions/test/xpcshell/rs-blocklist/test_blocklist_clients.js | xpcshell return code: 0,-0.2
7261,normal,"Intermittent toolkit/components/search/tests/xpcshell/test_webextensions_install.js | basic_install_test - [basic_install_test : 78] [""Plain"",""Special""] deepEqual [""Special""]",-0.16666666666666666
7262,normal,Intermittent browser/base/content/test/tabs/browser_newwindow_tabstrip_overflow.js | Test timed out -,-0.25
7263,normal,"Intermittent services/sync/tests/unit/test_clients_engine.js | test_filter_duplicate_names - [test_filter_duplicate_names : 754] Stale client synced, so it should no longer be marked as a dupe - [""fake-guid-03""] deepEqual [""fake-guid-00"",""fake-guid-01""",-0.1875
7264,normal,Intermittent browser/components/urlbar/tests/browser/browser_switchToTab_fullUrl_repeatedKeydown.js | Test timed out -,-0.25
7265,normal,"Intermittent browser/base/content/test/chrome/test_aboutCrashed.xhtml,test_aboutCrashed.xul | Test timed out.",-0.25
7266,normal,Intermittent browser/base/content/test/chrome/test_aboutCrashed.xul | Test timed out.,-0.25
7267,normal,"Intermittent browser/components/preferences/in-content/tests/siteData/browser_siteData3.js | Has sorted ascending by cookies - [""books.foo.com"",""account.xyz.com"",""cinema.bar.com""] deepEqual [""books.foo.com"",""cinema.bar.com"",""account.xyz.com""]",-0.14285714285714285
7268,normal,"Intermittent browser/base/content/test/general/browser_tab_dragdrop.js | no click on BODY so far - Got undefined, expected 0",-0.18181818181818182
7269,normal,Intermittent tier 2 browser/components/preferences/in-content/tests/browser_sync_sanitize.js | A promise chain failed to handle a rejection: Win error 2 during operation DirectoryIterator.prototype.next on file C:\Users\testdroid\AppData\Local\Temp\tmphbo,-0.10526315789473684
7270,normal,"Intermittent browser/components/preferences/in-content/tests/browser_connection_dnsoverhttps.js | URI textbox has expected value - Got undefined, expected",-0.2222222222222222
7271,normal,Cutting Bookmark doesn't Remove it when pasted out of Firefox,0.0
7272,normal,"Intermittent browser/components/sessionstore/test/browser_586068-cascade.js | load 4 - # tabs that need to be restored - Got 1, expected 0",0.0
7273,normal,Intermittent browser/components/downloads/test/browser/browser_basic_functionality.js | Test timed out -,-0.25
7274,normal,Intermittent browser/base/content/test/general/browser_documentnavigation.js | Test timed out -,-0.25
7275,normal,Adobe AIR Badge Installers No Longer Work,0.14285714285714285
7276,normal,Toolbar does not update,0.0
7277,normal,Intermittent browser/base/content/test/about/browser_aboutCertError_telemetry.js | Uncaught exception - recorded telemetry for the load - timed out after 50 tries.,-0.07692307692307693
7278,normal,Intermittent browser/components/sessionstore/test/browser_586068-browser_state_interrupted.js | Test timed out -,-0.25
7279,normal,Non-pausable downloads fail again and show failed download symbol after connection reset,-0.18181818181818182
7280,normal,Intermittent tier 2 browser/components/enterprisepolicies/tests/browser/browser_policy_block_about_addons.js | about:blankshould start with about:neterror?e=blockedByPolicy - false == true -,-0.18181818181818182
7281,normal,Intermittent browser/components/enterprisepolicies/tests/browser/browser_policy_block_about_config.js | about:blankshould start with about:neterror?e=blockedByPolicy - false == true -,-0.2222222222222222
7282,normal,Shift+Tab only cycles between Search and Name in Bookmark Library,0.0
7283,normal,Intermittent browser/base/content/test/performance/browser_startup_content_mainthreadio.js | unused whitelist entry WebExtensions: /Users/cltbld/tasks/task_1558523644/build/application/Firefox Nightly.app/Contents/Resources/browser/features/formautofill,-0.2
7284,normal,"Intermittent browser/base/content/test/performance/browser_tabstrip_overflow_underflow.js | unexpected changed rect: ({x1:1004, x2:1015, y1:58, y2:64, w:12, h:7}), window width: 1280 -",-0.2857142857142857
7285,normal,Intermittent browser/base/content/test/performance/browser_startup_syncIPC.js | unexpected PGPU::Msg_GetDeviceStatus sync IPC before first paint -,-0.25
7286,normal,Intermittent browser/base/content/test/general/browser_alltabslistener.js | Test timed out -,-0.25
7287,normal,Intermittent Return code: -11 | The mochitest suite: mochitest-browser-chrome-chunked ran with return status: FAILURE,-0.18181818181818182
7288,normal,Intermittent browser/base/content/test/performance/browser_startup_syncIPC.js | sync IPC PCompositorBridge::Msg_FlushRendering 1 more times than expected before first paint -,-0.08333333333333333
7289,normal,tabs keeps reloading when I return to them,0.0
7290,normal,browser.tabs.warnOnClose = true doesn't warn about closing multiple tabs,0.0
7291,normal,Intermittent browser/components/urlbar/tests/browser/browser_action_searchengine.js | Uncaught exception - at resource://testing-common/UrlbarTestUtils.jsm:459 - TypeError: element is undefined,-0.2222222222222222
7292,normal,OSX Mojave (10.14) - browser/base/content/test/performance/browser_startup_mainthreadio.js | unused whitelist entry before profile selection: /Users/cltbld/Library/Application Support/Firefox/profiles.ini -,0.0
7293,normal,OSX Mojave (10.14) - browser/base/content/test/performance/browser_startup_syncIPC.js | unexpected PCompositorBridge::Msg_FlushRendering sync IPC before becoming idle -,-0.2222222222222222
7294,normal,OSX Mojave (10.14) - browser/components/urlbar/tests/browser/browser_locationBarCommand.js | application terminated with exit code 1,0.0
7295,normal,Intermittent browser/components/enterprisepolicies/tests/browser/browser_policy_block_about_addons.js | about:addons should display the net error page - false == true -,-0.2727272727272727
7296,normal,2 or more dots in a row in the host name of the URL makes FF to start open new tabs,0.0
7297,normal,Intermittent browser/components/urlbar/tests/legacy/browser_urlbarSearchSuggestions_opt-out.js | leaked 1 window(s) until shutdown [url = about:preferences#search],-0.09090909090909091
7298,normal,Intermittent browser/base/content/test/performance/browser_startup_syncIPC.js | unexpected PCompositorBridge::Msg_WillClose sync IPC before becoming idle -,-0.375
7299,normal,Intermittent browser/base/content/test/performance/browser_startup_syncIPC.js | unexpected PCompositorBridge::Msg_WillClose sync IPC before becoming idle -,-0.375
7300,normal,Browser quits when clicking to close find-in-page box,0.0
7301,normal,Intermittent browser/base/content/test/performance/browser_startup_syncIPC.js | unused whitelist entry before first paint: PGPU::Msg_GetDeviceStatus -,-0.125
7302,normal,Intermittent browser/components/urlbar/tests/browser/browser_urlbarStopSearchOnSelection.js | Uncaught exception - undefined - timed out after 50 tries.  | Found an unexpected tab at the end of test run: about:blank - | Found an unexpected tab at the end,-0.16374269005847952
7303,normal,"Intermittent browser/base/content/test/about/browser_aboutCertError.js | Correct error message found - Got , expected SSL_ERROR_BAD_CERT_DOMAIN",-0.14285714285714285
7304,normal,Perma tier2 browser/base/content/test/performance/browser_preferences_usage.js | Whitelist item browser.startup.record should be accessed at most 20 times. - 23 <= 20 - JS frame :: chrome://mochitests/content/browser/browser/base/content/test/,0.0
7305,normal,"Perma browser/base/content/test/static/browser_all_files_referenced.js | Uncaught exception - [Exception... ""Component returned failure code: 0x80520012 (NS_ERROR_FILE_NOT_FOUND) [nsIChromeRegistry.convertChromeURL]""  when beta as release simulation",-0.07142857142857142
7306,normal,"Intermittent browser/base/content/test/about/browser_aboutCertError.js | Correct error message found - Got , expected SEC_ERROR_EXPIRED_CERTIFICATE",-0.14285714285714285
7307,normal,Intermittent browser/base/content/test/permissions/browser_autoplay_blocked.js | application terminated with exit code 1,-0.14285714285714285
7308,normal,"Intermittent browser/base/content/test/about/browser_aboutCertError_noSubjectAltName.js | """" == ""SSL_ERROR_BAD_CERT_DOMAIN"" -",-1.0
7309,normal,Intermittent 23:36:24    ERR,-1.0
7310,normal,Intermittent browser_startup_syncIPC.js | unexpected PCompositorBridge::Msg_FlushRendering sync IPC before becoming idle - | Unexpected sync IPC behavior during startup; open the profile_startup_syncIPC.json artifact in the Firefox Profiler to,-0.18181818181818182
7311,normal,"Intermittent leakcheck | default 944 bytes leaked (CondVar, Mutex, Runnable, ThreadEventTarget, ThreadTargetSink, ...)",-0.09090909090909091
7312,normal,Intermittent browser/base/content/test/general/browser_bug495058.js | about:blank: browser is focused - {} == [object XULFrameElement] - JS frame :: chrome://mochitests/content/browser/browser/base/content/test/general/browser_bug495058.js :: <TOP_LEVEL>,-0.18181818181818182
7313,normal,[Linux] The gap between the scrollbar and the header is too large,0.0
7314,normal,Intermittent browser/base/content/test/tabs/browser_new_tab_in_privilegedabout_process_pref.js | Test timed out -,-0.25
7315,critical,Firefox hangs in sending request to search on Google,-0.1111111111111111
7316,normal,"Intermittent Tv [tier2] browser/base/content/test/performance/browser_preferences_usage.js | Should have checked all whitelist items. Remaining: layout.css.dpi - Got 1, expected 0",-0.05555555555555555
7317,normal,Can not select word-wise in address bar,0.0
7318,normal,Intermittent browser/base/content/test/pageActions/browser_page_action_menu.js | Uncaught exception - undefined - timed out after 50 tries.,-0.2222222222222222
7319,normal,Intermittent browser/base/content/test/performance/browser_tabswitch.js | uncaught exception - uncaught exception: out of memory at undefined,-0.2
7320,normal,"JavaScript error: resource:///modules/AsyncTabSwitcher.jsm, line 255: TypeError: browser.frameLoader is null",-0.125
7321,normal,Intermittent high frequency browser/components/enterprisepolicies/tests/browser/browser_policy_block_about_addons.js | about:addons should display the net error page - false == true -,-0.23076923076923078
7322,normal,Session not restored at startup,0.2
7323,normal,"Copying a profile between machines leaves behind an invalid pkcs11.txt, breaking the login manager.",-0.15384615384615385
7324,normal,Feature Request: Add checksums (MD5 and SHA256) to the downloads window,0.0
7325,normal,Intermittent toolkit/components/windowcreator/test/browser_save_form_input_state.js | Uncaught exception - TypeError: doc.getElementById(...) is null,-0.16666666666666666
7326,normal,Intermittent browser/base/content/test/tabs/browser_accessibility_indicator.js | Test timed out -,-0.25
7327,normal,"Intermittent [TV] browser/components/privatebrowsing/test/browser/browser_privatebrowsing_about.js | Clicking private-browsing-myths opened https://example.com/private-browsing-myths in the same tab. - Got about:privatebrowsing, expected https://example.c",-0.05555555555555555
7328,normal,Intermittent [TV] browser/components/privatebrowsing/test/browser/browser_privatebrowsing_about.js | in-content search has focus styles - false == true -,-0.25
7329,normal,Intermittent [TV] browser/components/privatebrowsing/test/browser/browser_privatebrowsing_about.js | Uncaught exception - TypeError: content.document.getElementById(...) is null,-0.14285714285714285
7330,normal,OSX Mojave (10.14) - browser/components/urlbar/tests/browser/browser_tabMatchesInAwesomebar.js | Should have been found in autocomplete - false == true - JS frame :: chrome://mochitests/content/browser/browser/components/urlbar/tests/browser/browser_ta,-0.07692307692307693
7331,normal,Investigate urlbar test failures on macOS Mojave 10.14,-0.14285714285714285
